QueryID,Query,Query Category,System Output,Remarks,RetrievedCallIDs,IDRecall
Q837,Q837,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q838,Q838,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q839,Q839,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q840,Q840,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q841,Q841,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q842,Q842,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q843,Q843,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q844,Q844,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q845,Q845,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q846,Q846,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q847,Q847,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q848,Q848,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q849,Q849,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q850,Q850,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q851,Q851,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q852,Q852,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q853,Q853,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q854,Q854,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q855,Q855,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q856,Q856,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q857,Q857,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q858,Q858,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q859,Q859,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q860,Q860,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q861,Q861,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q862,Q862,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q863,Q863,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q864,Q864,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q865,Q865,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q866,Q866,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q867,Q867,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q868,Q868,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q869,Q869,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q870,Q870,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q871,Q871,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q872,Q872,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q873,Q873,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q874,Q874,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q875,Q875,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q876,Q876,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q877,Q877,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q878,Q878,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q879,Q879,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q880,Q880,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q881,Q881,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q882,Q882,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q883,Q883,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q884,Q884,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q885,Q885,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q886,Q886,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q887,Q887,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q888,Q888,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q889,Q889,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q890,Q890,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q891,Q891,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q892,Q892,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q893,Q893,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q894,Q894,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q895,Q895,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q896,Q896,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q897,Q897,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q898,Q898,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q899,Q899,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q900,Q900,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q901,Q901,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q902,Q902,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q903,Q903,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q904,Q904,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q905,Q905,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q906,Q906,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q907,Q907,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q908,Q908,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q909,Q909,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q910,Q910,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q911,Q911,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q912,Q912,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q913,Q913,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q914,Q914,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q915,Q915,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q916,Q916,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q917,Q917,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q918,Q918,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q919,Q919,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q920,Q920,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q921,Q921,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q922,Q922,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q923,Q923,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q924,Q924,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q925,Q925,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q926,Q926,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q927,Q927,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q928,Q928,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q929,Q929,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q930,Q930,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q931,Q931,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q932,Q932,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q933,Q933,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q934,Q934,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q935,Q935,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q936,Q936,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q937,Q937,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q938,Q938,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q939,Q939,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q940,Q940,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q941,Q941,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q942,Q942,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q943,Q943,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q944,Q944,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q945,Q945,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q946,Q946,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q947,Q947,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q948,Q948,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q949,Q949,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q950,Q950,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q951,Q951,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q952,Q952,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q953,Q953,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q954,Q954,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q955,Q955,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q956,Q956,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
Q957,Q957,Delivery Investigation,Please refer to the retrieved transcripts for your query.,Faithful,"301,302",1.0
